,imu_seq,secs,nsecs,timestamp,imu_frame_id,imu_orientation_x,imu_orientation_y,imu_orientation_z,imu_orientation_w,imu_orientation_cov_0,imu_orientation_cov_1,imu_orientation_cov_2,imu_orientation_cov_3,imu_orientation_cov_4,imu_orientation_cov_5,imu_orientation_cov_6,imu_orientation_cov_7,imu_orientation_cov_8,imu_angular_vel_x,imu_angular_vel_y,imu_angular_vel_z,imu_angular_vel_cov_0,imu_angular_vel_cov_1,imu_angular_vel_cov_2,imu_angular_vel_cov_3,imu_angular_vel_cov_4,imu_angular_vel_cov_5,imu_angular_vel_cov_6,imu_angular_vel_cov_7,imu_angular_vel_cov_8,imu_linear_acc_x,imu_linear_acc_y,imu_linear_acc_z,imu_linear_acc_cov_0,imu_linear_acc_cov_1,imu_linear_acc_cov_2,imu_linear_acc_cov_3,imu_linear_acc_cov_4,imu_linear_acc_cov_5,imu_linear_acc_cov_6,imu_linear_acc_cov_7,imu_linear_acc_cov_8,map_position_x,map_position_y,map_position_z,map_orientation_x,map_orientation_y,map_orientation_z,map_orientation_w,odom_pose_x,odom_pose_y,odom_pose_z,odom_orientation_x,odom_orientation_y,odom_orientation_z,odom_orientation_w,odom_pose_cov_0,odom_pose_cov_1,odom_pose_cov_2,odom_pose_cov_3,odom_pose_cov_4,odom_pose_cov_5,odom_pose_cov_6,odom_pose_cov_7,odom_pose_cov_8,odom_pose_cov_9,odom_pose_cov_10,odom_pose_cov_11,odom_pose_cov_12,odom_pose_cov_13,odom_pose_cov_14,odom_pose_cov_15,odom_pose_cov_16,odom_pose_cov_17,odom_pose_cov_18,odom_pose_cov_19,odom_pose_cov_20,odom_pose_cov_21,odom_pose_cov_22,odom_pose_cov_23,odom_pose_cov_24,odom_pose_cov_25,odom_pose_cov_26,odom_pose_cov_27,odom_pose_cov_28,odom_pose_cov_29,odom_pose_cov_30,odom_pose_cov_31,odom_pose_cov_32,odom_pose_cov_33,odom_pose_cov_34,odom_pose_cov_35,odom_twist_linear_x,odom_twist_linear_y,odom_twist_linear_z,odom_twist_angular_x,odom_twist_angular_y,odom_twist_angular_z,odom_twist_cov_0,odom_twist_cov_1,odom_twist_cov_2,odom_twist_cov_3,odom_twist_cov_4,odom_twist_cov_5,odom_twist_cov_6,odom_twist_cov_7,odom_twist_cov_8,odom_twist_cov_9,odom_twist_cov_10,odom_twist_cov_11,odom_twist_cov_12,odom_twist_cov_13,odom_twist_cov_14,odom_twist_cov_15,odom_twist_cov_16,odom_twist_cov_17,odom_twist_cov_18,odom_twist_cov_19,odom_twist_cov_20,odom_twist_cov_21,odom_twist_cov_22,odom_twist_cov_23,odom_twist_cov_24,odom_twist_cov_25,odom_twist_cov_26,odom_twist_cov_27,odom_twist_cov_28,odom_twist_cov_29,odom_twist_cov_30,odom_twist_cov_31,odom_twist_cov_32,odom_twist_cov_33,odom_twist_cov_34,odom_twist_cov_35,cmd_vel_linear_x,cmd_vel_linear_y,cmd_vel_linear_z,cmd_vel_angular_x,cmd_vel_angular_y,cmd_vel_angular_z,odom_vel_x,odom_vel_y,odom_vel_z,imu_angular_vel_noisy_x,imu_angular_vel_noisy_y,imu_angular_vel_noisy_z,imu_linear_acc_noisy_x,imu_linear_acc_noisy_y,imu_linear_acc_noisy_z,odom_pose_noisy_x,odom_pose_noisy_y,odom_pose_noisy_z,odom_vel_noisy_x,odom_vel_noisy_y,odom_vel_noisy_z,odom_orientation_noisy_x,odom_orientation_noisy_y,odom_orientation_noisy_z,odom_orientation_noisy_w
383,12779,177,667000000,177.667,base_footprint,0.0002540646324331,0.003847097189277,-0.0680697575854273,0.9976731145002556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002499842684451,-5.465568909894236e-05,-0.0246295047763202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016102013487269,-0.0052239353462559,-3.210705998375447e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.272821179394569,0.4562985223662185,-0.0010017248664024,0.0002541106334703,0.0038471200033582,-0.0680820127298023,0.9976722781746142,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.2203654157351657,5.698848324905276e-06,0.0,0.0,0.0,-0.024618685579084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2199999988079071,5.69884832657408e-06,0.0,0.0,0.0,0.0328172110021114,0.21795479025455228,-0.029880279846073932,-0.0016964048368340945,-0.0002499842684451,-5.465568909894236e-05,0.07521513155421738,0.09090576826038724,-0.02200709464668569,-3.210705998375447e-05,0.39776789621049086,0.17785321086056155,-0.0010017248664024,0.29896213619751016,0.03750914545730487,-0.0016964048368340945,0.0001294800231786487,0.003853328361024964,-0.03576045669022272,0.9993529530815289
384,12812,177,700000000,177.7,base_footprint,0.0002556672171902,0.0038478546464378,-0.0684707614316275,0.9976456703047768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002499332020896,-3.417962973335311e-05,-0.0241258043709501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022560026714213,-0.0049247111618598,-0.0001022117827064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2800246422185152,0.4553079492509645,-0.0010018364836157,0.0002557181894157,0.0038478786773179,-0.0684827865486493,0.997644844814238,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.2203489964603954,4.47179815207116e-06,0.0,0.0,0.0,-0.0241092784805716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2199999988079071,5.69884832657408e-06,0.0,0.0,0.0,0.0328172110021114,0.2179307103195944,-0.030055381037427244,-0.0016967846793530348,-0.0002499332020896,-3.417962973335311e-05,0.0847620594792409,-0.1156359827047951,0.07444600982356649,-0.0001022117827064,0.30945230620953224,0.4861289397091538,-0.0010018364836157,0.5307571995162733,0.30837155581288184,-0.0016967846793530348,0.00013164926470484817,0.003854118651372643,-0.03631413194148265,0.999332983674225
385,12846,177,734000000,177.734,base_footprint,0.0002538333686773,0.0038494099498568,-0.0680329751927005,0.9976756145652196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002442649402422,-0.0002020938968331,0.0315767387436322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029212002012437,0.000416427968421,0.0001784687976737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2874348646766183,0.4542886250062976,-0.0010020331319393,0.0002538270089187,0.0038493813960326,-0.0680174066224867,0.9976766761987916,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.2199632204545413,1.007548783983972e-05,0.0,0.0,0.0,0.0312880756335762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2068210393190384,0.0,0.0,0.0,0.0,0.0,0.20490124976733326,-0.028069090905478357,-0.0015957081600767283,0.0002442649402422,-0.0002020938968331,0.1647512375572446,0.16260698521954056,0.0713470524788519,0.0001784687976737,0.4714754758540089,0.18449017705731585,-0.0010020331319393,0.3502361211057098,-0.230968586012697,-0.0015957081600767283,0.00025961804899146863,0.0038489951612358186,-0.0695183168462813,0.9975732160887126
386,12879,177,767000000,177.767,base_footprint,0.0002525313617876,0.00385051357413,-0.0675228161439022,0.997710268100476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002731064887019,-0.0001497208255985,0.0345620869381533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0350549494615239,0.0201515406698861,0.0022955589236358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2946262233013759,0.453307216858456,-0.0010021201666926,0.0002525167168335,0.0038504820561496,-0.0675054515897977,0.9977114432684936,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.2195996952536945,-1.559517689675785e-05,0.0,0.0,0.0,0.0349889996198107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2068210393190384,0.0,0.0,0.0,0.0,0.0,0.20492994541483717,-0.027858789538479204,-0.0015961274165323751,0.0002731064887019,-0.0001497208255985,-0.08937635560716209,-0.09047991007488965,-0.09337302300597534,0.0022955589236358,0.5846941485795286,0.5987467204830893,-0.0010021201666926,0.166412928841885,-0.5210355065440555,-0.0015961274165323751,0.0001281344198457336,0.003856625251105095,-0.03527525285419786,0.9993701849461567
387,12912,177,800000000,177.8,base_footprint,0.0002519284952931,0.0038506696712299,-0.0669535406336093,0.9977486318064984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001422025113246,0.0002674991357472,0.0320821983203307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0158316323485875,0.014708307876406,0.0060458266052133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3018050063260279,0.4523354890474126,-0.0010021231864526,0.0002518084822767,0.0038507798786436,-0.066937447242988,0.9977497112219113,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.2197387589399689,5.579946526605706e-07,0.0,0.0,0.0,0.0324550528476603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2068210393190384,0.0,0.0,0.0,0.0,0.0,0.20496153189223004,-0.02762543740297033,-0.001596232342789351,0.0001422025113246,0.0002674991357472,0.12467778599679784,0.133709321403575,-0.03225365975757778,0.0060458266052133,0.2665766736757094,0.6921911413447039,-0.0010021231864526,0.28503911820251765,-0.019166442244290646,-0.001596232342789351,0.00012800555244690787,0.003856880574253706,-0.03485882821831471,0.9993847958529589
388,12946,177,834000000,177.834,base_footprint,0.0002480240525979,0.0038566442730633,-0.0658251146979607,0.997823691367378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017939976550432,0.0021058082787097,0.1140910252249026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2955674309466706,0.0988987681084373,0.046137653340213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3090339303182713,0.4513668804143712,-0.0010027062536259,0.0002476955982719,0.003857354869641,-0.0657663443460643,0.997827563966668,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.2092568015888555,-6.534975584529187e-05,0.0,0.0,0.0,0.1178385400041784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2199999988079071,0.0,0.0,0.0,0.0,-0.0158295854926109,0.21809035867475113,-0.028873906760345597,-0.0017007166114371213,0.0017939976550432,0.0021058082787097,0.0178743912223637,-0.3407816612931793,0.03932518498300878,0.046137653340213,0.8894787874716225,0.030422933998272117,-0.0010027062536259,0.3720386841277568,0.019805837373469894,-0.0017007166114371213,0.0002556293220091676,0.0038568372210239094,-0.06781865083346691,0.9976901773894683
389,12979,177,867000000,177.867,base_footprint,0.0002456039245081,0.0038511018056104,-0.0649352601375545,0.997882017417121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.78331562598498e-06,7.29582570397995e-05,0.0114463608523788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1763979487779078,0.0510330549248697,0.0017893872567166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3158868640780004,0.4504666555281985,-0.0010020356652037,0.0002455814974342,0.0038511800693704,-0.0649309632972244,0.9978822967199568,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.2073163390945605,-3.4915187526220193e-06,0.0,0.0,0.0,0.0087857895222301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2199999988079071,0.0,0.0,0.0,0.0,-0.0158295854926109,0.2181384197216361,-0.028508705567592902,-0.0016979469033963056,-7.78331562598498e-06,7.29582570397995e-05,0.03509395229316503,-0.13588180965681665,0.05875231728048833,0.0017893872567166,0.17206051119145319,0.2130167359412371,-0.0010020356652037,0.9447282112907773,0.5805856302560958,-0.0016979469033963056,5.74695020983243e-05,0.0038585742774924765,-0.016187571523217228,0.999861525727429
390,13012,177,900000000,177.9,base_footprint,0.000243505357614,0.003847114540895,-0.0649496477507474,0.9978810969609077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002273807472621,-0.0004731971817469,-0.0003968957951743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0107864494595646,0.0029685362279282,0.0042476532254636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3226471384148652,0.4495829322393304,-0.0010015665070426,0.0002434138917546,0.0038468691890168,-0.0649498616041265,0.997881084009876,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.2066538074373816,2.2720405696285972e-06,0.0,0.0,0.0,-0.0004456434792455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2199999988079071,0.0,0.0,0.0,0.0,-0.0158295854926109,0.2181373543310209,-0.0285169726913412,-0.0016959921765934834,-0.0002273807472621,-0.0004731971817469,-0.025887094989787456,-0.05411187025611676,0.06558343804941251,0.0042476532254636,0.38174758690223837,0.39313111656059657,-0.0010015665070426,0.023753020105192535,-0.39873043687025483,-0.0016959921765934834,0.00016664615586619937,0.003850958574023039,-0.04503588712119846,0.9989779332989925
391,13046,177,934000000,177.934,base_footprint,0.0002470742236172,0.0038456177020762,-0.0659523081717723,0.997815335232744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003796329963569,0.0002106276664301,-0.065315206053856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017987954066556,-0.0146810099846734,-0.0032025693788533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.329657242773215,0.4486601625249563,-0.001001464599554,0.0002472228819971,0.0038457362577704,-0.0659848652659794,0.9978131822888054,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.208197768576589,2.4154760275969103e-05,0.0,0.0,0.0,-0.0653111420083665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2199999988079071,6.395967830030713e-06,0.0,0.0,0.0,-0.0161538738757371,0.21807857252092494,-0.028963091333672378,-0.0016956013743094672,-0.0003796329963569,0.0002106276664301,0.09566677879310968,0.061075478371990836,0.018434175272657546,-0.0032025693788533,0.8515542883892033,0.3983434585167604,-0.001001464599554,0.1127829715226535,-0.8076601159825675,-0.0016956013743094672,0.00040726769489455715,0.0038320933629556004,-0.10750842925958608,0.9941967042952913
392,13079,177,967000000,177.967,base_footprint,0.0002495477316415,0.0038416007969465,-0.0671245553715581,0.9977371767632082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000223900143986,-0.0002893354484696,-0.0280724656848519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2496205757104968,-0.076739781346669,0.0006434141933545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3366932628724773,0.4477166510458554,-0.0010010855954113,0.0002496124294211,0.0038415204929715,-0.0671367704744229,0.997736355188184,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.2194791577789996,6.395967989639151e-06,0.0,0.0,0.0,-0.0243590099093081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2199999988079071,6.395967830030713e-06,0.0,0.0,0.0,-0.0161538738757371,0.21801113027521338,-0.029466550154581595,-0.001693816548221618,-0.000223900143986,-0.0002893354484696,0.08437857278998867,0.22908413439679004,-0.1414460343913333,0.0006434141933545,-0.27910733845343577,0.15120886923006255,-0.0010010855954113,0.20345739309542613,0.10588930687502286,-0.001693816548221618,0.0003649171656458186,0.003832286722709966,-0.0970831752170972,0.9952688267516991
393,13112,178,0,178.0,base_footprint,0.0002525327679339,0.0038447821404191,-0.067397433644186,0.997718767897884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001329187431149,-0.0002111998584442,-0.0162870932024643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005631518162534,-0.0038102949756225,-0.0015219041497686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3438907180210564,0.4467417195232465,-0.0010013928941572,0.0002525570559755,0.0038447700638824,-0.0674055246215044,0.9977182213473847,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.2201249853728073,5.128092232090098e-06,0.0,0.0,0.0,-0.0162845537388542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2199999988079071,6.395967830030713e-06,0.0,0.0,0.0,-0.0161538738757371,0.21799521282808165,-0.02958399160150851,-0.0016953292744455455,-0.0001329187431149,-0.0002111998584442,0.04665908046154292,-0.028172177514740878,-0.06782435355346479,-0.0015219041497686,0.5956315817250171,-0.029830002143735324,-0.0010013928941572,0.6049987512927549,0.2930965545036312,-0.0016953292744455455,0.0006217055008311447,0.0038025681033856443,-0.16319090324404031,0.9865869870703159
394,13146,178,34000000,178.034,base_footprint,0.0002535141967537,0.0038449008301461,-0.067678685932573,0.9976997283444546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001432566593619,-0.0001612920964408,-0.01674738890403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003075646110592,-0.0038385522294211,0.0001013631582261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3513075631597913,0.4457329717256581,-0.0010014165184996,0.0002535385240058,0.0038449026828109,-0.0676869960635495,0.997699164580922,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.2201743588741652,4.988989694636181e-06,0.0,0.0,0.0,-0.0167526139654707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2199999988079071,5.4426009228336625e-06,0.0,0.0,0.0,-0.0086551029235124,0.21797835632725776,-0.029707932331288326,-0.0016954157506870787,-0.0001432566593619,-0.0001612920964408,-0.09525218217250342,0.14773626890105596,0.12798752932837484,0.0001013631582261,0.38418818480394495,0.3048109633524873,-0.0010014165184996,-0.2984221230493506,-0.7053756048261993,-0.0016954157506870787,0.0004818619153141604,0.0038230050376649428,-0.12693040256972654,0.9919041412077398
395,13179,178,67000000,178.067,base_footprint,0.0002543992265892,0.0038451749698592,-0.0679538679261643,0.9976810220427962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002151811522834,-0.0001094348776472,-0.0168571315045778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002141319146851,-0.0038887108376492,-0.0002485849316458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3585070086451122,0.4447496948589481,-0.0010014631846675,0.0002544258080567,0.0038451883107225,-0.0679622378128371,0.9976804518611332,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.2202173738854234,5.4426011120434215e-06,0.0,0.0,0.0,-0.0168602433602597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2199999988079071,5.4426009228336625e-06,0.0,0.0,0.0,-0.0086551029235124,0.2179619303499824,-0.029828199354214845,-0.0016955667181502373,-0.0002151811522834,-0.0001094348776472,-0.058702715147474605,-0.042480377307940645,-0.006647824904008566,-0.0002485849316458,0.31999403940022314,0.5851608439308017,-0.0010014631846675,0.357261444362173,0.19068926319507856,-0.0016955667181502373,0.00026584037987440324,0.0038444160192610826,-0.07092387746006279,0.997474287087338
